Title,Text,Entity,Type
The Dying Earth,"Ulan Dhor said uncomfortably, ""I understood that Ampridatvir was a deserted ruin—forlorn, desolate."" The young man asked with a shrewd expression, ""And what do you seek at Ampridatvir?"" Ulan Dhor thought, I will mention the tablets and observe their reaction. It is well to learn if these tablets are known, and if so, how they are regarded. He said, ""I have sailed three weeks to find Ampridatvir and investigate some legendary tablets."" ""Ah,"" said the older man. “The tablets! He is a Raider, then. I see it clearly. Note his green trousers. A Raider for the Greens ..."" Ulan Dhor, expecting hostility as a result of this identification, was surprised to find a more pleasant expression on the faces of the men, as if now they had resolved a troublesome parodox. Very well, he thought, if that is how they will Have it, let it be.",Greens,Nationality or Religious or Political group
The Dying Earth,"The younger man wished total clarity. ""Is that your claim then, dark man? Do you wear red as a Raider for the Greens?"" Ulan Dhor said cautiously, ""My plans are not settled."" ""But you wear red! That is the color the Raiders wear!"" Here is a peculiarly disrupted way of thinking, reflected Ulan Dhor. It is almost as if a rock blocked the stream of their thought and diverted the current in a splash and a spray. He said, ""Where I come from, a man wears such colors as he chooses."" The older man said eagerly, ""But you wear Green, so evidently you have chosen to raid for the Greens."" Ulan Dhor shrugged, sensing the block across a mental channel. ""If you wish ... What others are there?"" ""None, no other,"" replied the older man. ""We are the Greens of Ampridatvir."" ""Then—whom does a Raider raid?"" The younger man moved uneasily and pulled in his line.",Greens,Nationality or Religious or Political group
The Dying Earth,"""He raids a ruined temple to the demon Cazdal, for the lost tablet of Rogol Domedonfors."" ""In that case,"" said Ulan Dhor, ""I might become a Raider."" ""For the Greens,"" said the old man, peering at him side-wise.",Rogol Domedonfors,Person
The Dying Earth,"""He raids a ruined temple to the demon Cazdal, for the lost tablet of Rogol Domedonfors."" ""In that case,"" said Ulan Dhor, ""I might become a Raider."" ""For the Greens,"" said the old man, peering at him side-wise.",Greens,Nationality or Religious or Political group
The Dying Earth,"The sun dropped against the water, and now Ulan Dhor, with a sudden shock, noticed the crumble at the base of the towers; here was his expectation, as much desolation as Kandive had predicted. Strangely the fact gave Ampridatvir an added majesty, the dignity of a lost monument.",Kandive,Person
The Dying Earth,"""Aye,"" said the younger man. ""At night the Gauns roam the streets."" ""What are the Gauns?"" ""Demons."" 'There are many varieties of demons,"" Ulan Dhor said lightly. ""What be these?"" ""They are like horrible men. They have great long arms that clutch and rend ..."" ""Ho!"" muttered Ulan Dhor, feeling for his sword hilt. ""Why do you permit them abroad?"" ""We cannot harm them. They are fierce and strong— but fortunately not too agile. With luck and watchfulness .. ."" Ulan Dhor now searched the rubble with an expression as careful as the fishermen's. These people were familiar with the dangers of the place; he would obey their counsel until he knew better.",Ulan,Person
The Dying Earth,"""Aye,"" said the younger man. ""At night the Gauns roam the streets."" ""What are the Gauns?"" ""Demons."" 'There are many varieties of demons,"" Ulan Dhor said lightly. ""What be these?"" ""They are like horrible men. They have great long arms that clutch and rend ..."" ""Ho!"" muttered Ulan Dhor, feeling for his sword hilt. ""Why do you permit them abroad?"" ""We cannot harm them. They are fierce and strong— but fortunately not too agile. With luck and watchfulness .. ."" Ulan Dhor now searched the rubble with an expression as careful as the fishermen's. These people were familiar with the dangers of the place; he would obey their counsel until he knew better.",Gauns,Nationality or Religious or Political group
The Dying Earth,"The fishermen shrugged. ""The doors are tight. No man has ever gone through. Legend says it was the last work of Rogol Domedonfors."" Ulan Dhor withheld further questions, observing a growing nervousness in the fishermen. Infected by their apprehension he kept his hand at his sword.",Rogol Domedonfors,Person
The Dying Earth,"""There are none in Ampridatvir but the Greens,"" said the younger man. ""Stay by us."" Ulan Dhor hesitated. Was the woman in gray, then, a ghost? If so, why did not the fishermen say as much? . . .",Greens,Nationality or Religious or Political group
The Dying Earth,"""A stranger?"" the girl asked. ""But Cazdal's Tract tells us that the Gauns have destroyed all men but the Grays of Ampridatvir."" ""Cazdal is as incorrect as Pansiu,"" remarked Ulan Dhor. 'There are still many men in the world."" ""I must believe,"" said the girl. ""You speak, you exist— so much is clear."" Ulan Dhor noticed that she kept her eyes averted from the green cloak. It stank of fish; without further ado he cast it aside.",Pansiu,Person
The Dying Earth,"""A stranger?"" the girl asked. ""But Cazdal's Tract tells us that the Gauns have destroyed all men but the Grays of Ampridatvir."" ""Cazdal is as incorrect as Pansiu,"" remarked Ulan Dhor. 'There are still many men in the world."" ""I must believe,"" said the girl. ""You speak, you exist— so much is clear."" Ulan Dhor noticed that she kept her eyes averted from the green cloak. It stank of fish; without further ado he cast it aside.",Gauns,Nationality or Religious or Political group
The Dying Earth,"Her glance went to his red coat. ""A Raider .. ."" ""No, no, no!"" exclaimed Ulan Dhor. ""In truth, I find this talk of color tiresome. I am Ulan Dhor of Kaiin, nephew to Prince Kandive the Golden, and my mission is to seek the tablets of Rogol Domedonfors."" The girl smiled wanly. ""Thus do the Raiders, and thus they dress in red, and then every man's hand is turned against them, for when they are in red, who knows whether they be Grays or ..."" ""Or what?"" She appeared confused, as if this facet to the question had not occurred to her. ""Ghosts? Demons? There are strange manifestations in Ampridatvir."" ""Beyond argument,"" agreed Ulan Dhor. He glanced across, the square.",Rogol Domedonfors,Person
The Dying Earth,"Her glance went to his red coat. ""A Raider .. ."" ""No, no, no!"" exclaimed Ulan Dhor. ""In truth, I find this talk of color tiresome. I am Ulan Dhor of Kaiin, nephew to Prince Kandive the Golden, and my mission is to seek the tablets of Rogol Domedonfors."" The girl smiled wanly. ""Thus do the Raiders, and thus they dress in red, and then every man's hand is turned against them, for when they are in red, who knows whether they be Grays or ..."" ""Or what?"" She appeared confused, as if this facet to the question had not occurred to her. ""Ghosts? Demons? There are strange manifestations in Ampridatvir."" ""Beyond argument,"" agreed Ulan Dhor. He glanced across, the square.",Prince Kandive,Person
The Dying Earth,"Ulan Dhor said impatiently, ""Such nonsense. We wear all colors; no one thinks one way or the other about it ... Why do you worry about color so? For instance, why do you wear gray and not green?"" Her gaze wavered and broke from his; she clenched her hands restlessly. ""Green? That is the color of the demon Pansiu. No one in Ampridatvir wears green."" ""Certainly people wear green,"" said Ulan Dhor. ""I met two fishermen yesterday at sea wearing green, and they guided me into the city."" She shook her head, smiling sadly. ""You are mistaken."" Ulan Dhor sat back. He said presently. ""A child saw me this morning and ran off screaming."" ""Because of your red cloak,"" said Elai. ""When a man wishes to win honor for himself, he dons a red coat and sets forth across the city to the ancient deserted temple of Pansiu, to seek the lost half of Rogol Domedonfors' tablet. Legend says that when the Grays recover the lost tablet, then will their power be strong once more."" ""If the temple is deserted,"" asked Ulan Dhor dryly, ""why has not some man taken the tablet?"" She shrugged and looked vaguely into space. ""We believe that it is guarded by ghosts ... At any rate, sometimes a man in red is found raiding Cazdal's temple also, whereupon he is killed. A man in red is therefore everybody's enemy, and every hand is turned against him."" Ulan Dhor rose to his feet and wrapped himself in the gray robe the girl had brought.",Elai,Person
The Dying Earth,"Ulan Dhor said impatiently, ""Such nonsense. We wear all colors; no one thinks one way or the other about it ... Why do you worry about color so? For instance, why do you wear gray and not green?"" Her gaze wavered and broke from his; she clenched her hands restlessly. ""Green? That is the color of the demon Pansiu. No one in Ampridatvir wears green."" ""Certainly people wear green,"" said Ulan Dhor. ""I met two fishermen yesterday at sea wearing green, and they guided me into the city."" She shook her head, smiling sadly. ""You are mistaken."" Ulan Dhor sat back. He said presently. ""A child saw me this morning and ran off screaming."" ""Because of your red cloak,"" said Elai. ""When a man wishes to win honor for himself, he dons a red coat and sets forth across the city to the ancient deserted temple of Pansiu, to seek the lost half of Rogol Domedonfors' tablet. Legend says that when the Grays recover the lost tablet, then will their power be strong once more."" ""If the temple is deserted,"" asked Ulan Dhor dryly, ""why has not some man taken the tablet?"" She shrugged and looked vaguely into space. ""We believe that it is guarded by ghosts ... At any rate, sometimes a man in red is found raiding Cazdal's temple also, whereupon he is killed. A man in red is therefore everybody's enemy, and every hand is turned against him."" Ulan Dhor rose to his feet and wrapped himself in the gray robe the girl had brought.",Ulan,Person
The Dying Earth,"Ulan Dhor said impatiently, ""Such nonsense. We wear all colors; no one thinks one way or the other about it ... Why do you worry about color so? For instance, why do you wear gray and not green?"" Her gaze wavered and broke from his; she clenched her hands restlessly. ""Green? That is the color of the demon Pansiu. No one in Ampridatvir wears green."" ""Certainly people wear green,"" said Ulan Dhor. ""I met two fishermen yesterday at sea wearing green, and they guided me into the city."" She shook her head, smiling sadly. ""You are mistaken."" Ulan Dhor sat back. He said presently. ""A child saw me this morning and ran off screaming."" ""Because of your red cloak,"" said Elai. ""When a man wishes to win honor for himself, he dons a red coat and sets forth across the city to the ancient deserted temple of Pansiu, to seek the lost half of Rogol Domedonfors' tablet. Legend says that when the Grays recover the lost tablet, then will their power be strong once more."" ""If the temple is deserted,"" asked Ulan Dhor dryly, ""why has not some man taken the tablet?"" She shrugged and looked vaguely into space. ""We believe that it is guarded by ghosts ... At any rate, sometimes a man in red is found raiding Cazdal's temple also, whereupon he is killed. A man in red is therefore everybody's enemy, and every hand is turned against him."" Ulan Dhor rose to his feet and wrapped himself in the gray robe the girl had brought.",Cazdal,Person
The Dying Earth,"""I wish to look upon the tablets of Rogol Domedonfors, both in Cazdal's Temple and in Pansiu's."" She shook her head. ""Impossible. Cazdal's Temple is forbidden to all but the venerable priests, and Pansiu's Temple is guarded by ghosts."" Ulan Dhor grinned. ""If you'll show me where the temples are situated…"" She said, ""I'll go with you . . . But you must remain wrapped in the cloak, or it will go badly for both of us."" They stepped out into the sunlight. The square was dotted with slow- moving groups of men and women. Some wore green, others wore gray, and Ulan Dhor saw that there was no intercourse between the two.",Rogol Domedonfors,Person
The Dying Earth,"""I wish to look upon the tablets of Rogol Domedonfors, both in Cazdal's Temple and in Pansiu's."" She shook her head. ""Impossible. Cazdal's Temple is forbidden to all but the venerable priests, and Pansiu's Temple is guarded by ghosts."" Ulan Dhor grinned. ""If you'll show me where the temples are situated…"" She said, ""I'll go with you . . . But you must remain wrapped in the cloak, or it will go badly for both of us."" They stepped out into the sunlight. The square was dotted with slow- moving groups of men and women. Some wore green, others wore gray, and Ulan Dhor saw that there was no intercourse between the two.",Pansiu,Person
The Dying Earth,"""I wish to look upon the tablets of Rogol Domedonfors, both in Cazdal's Temple and in Pansiu's."" She shook her head. ""Impossible. Cazdal's Temple is forbidden to all but the venerable priests, and Pansiu's Temple is guarded by ghosts."" Ulan Dhor grinned. ""If you'll show me where the temples are situated…"" She said, ""I'll go with you . . . But you must remain wrapped in the cloak, or it will go badly for both of us."" They stepped out into the sunlight. The square was dotted with slow- moving groups of men and women. Some wore green, others wore gray, and Ulan Dhor saw that there was no intercourse between the two.",Cazdal's Temple,Facility
The Dying Earth,"Greens paused by little green-painted booths selling fish, leather, fruit, meal, pottery, baskets. Grays bought from identical shops which were painted gray. He saw two groups of children, one in green rags, the other in gray, playing ten feet apart, acknowledging each other by not so much as a glance. A ball of tied rags rolled from the Gray children into the scuffling group of Greens. A Gray child ran over, picked up the ball from under the feet of a Green child, and neither took the slightest notice of the other.",Greens,Nationality or Religious or Political group
The Dying Earth,"""Strange,"" muttered Ulan Dhor. ""Strange."" ""What's strange?"" inquired Elai. ""I see nothing strange . . ."" ""Look,"" said Ulan Dhor, ""by that pillar. Do you see that man in the green cloak?"" She glanced at him in puzzlement. ""There is no man there."" '""There is a man there,"" said Ulan Dhor. ""Look again."" She laughed. ""You are joking ... or can you see ghosts?"" Ulan Dhor shook his head in defeat. ""You are the victims of some powerful magic."" She led him to one of the flowing roadways; as they were carried through the city he noticed a boat-shaped hull built of bright metal with four wheels and a transparent-domed compartment.",Elai,Person
The Dying Earth,"""Where are you going?"" asked Elai anxiously, coming after him.",Elai,Person
The Dying Earth,"""Be careful, Ulan Dhor!"" breathed the girl. ""Beware of magic!"" Ulan Dhor twisted a knob. The car quivered. He touched another lever. The boat made a curious whining sound, jerked. The dome began to settle. Ulan Dhor snatched back his arm. The dome snapped into place over a fold of his gray cloak. The boat jerked again, made a sudden movement, and Ulan Dhor was dragged willy-nilly after. Elai cried out, seized his ankles. Cursing, Ulan Dhor dropped out of his cloak, watched while the air-boat took a wild uncontrolled curvet, crashed against the side of a tower. It fell with another clang of colliding metal and stone.",Elai,Person
The Dying Earth,"""Be careful, Ulan Dhor!"" breathed the girl. ""Beware of magic!"" Ulan Dhor twisted a knob. The car quivered. He touched another lever. The boat made a curious whining sound, jerked. The dome began to settle. Ulan Dhor snatched back his arm. The dome snapped into place over a fold of his gray cloak. The boat jerked again, made a sudden movement, and Ulan Dhor was dragged willy-nilly after. Elai cried out, seized his ankles. Cursing, Ulan Dhor dropped out of his cloak, watched while the air-boat took a wild uncontrolled curvet, crashed against the side of a tower. It fell with another clang of colliding metal and stone.",Ulan,Person
The Dying Earth,"""Next time,"" said Ulan Dhor, ""I will.. ."" He became aware of a strange pressure in the air. He turned. Elai was staring at him, hand against her mouth, eyes screwed up as if she were repressing a scream.",Elai,Person
The Dying Earth,"Ulan Dhor glanced around the streets. The slowly moving people, Grays and Greens, had vanished. The streets were empty.",Greens,Nationality or Religious or Political group
The Dying Earth,"""Elai,"" said Ulan Dhor, ""why do you look at me like that?"" ""The red, in daylight—and the color of Pansiu on your legs—it is our death, our death!"" ""By no means,"" said Ulan Dhor cheerfully. ""Not while I wear my sword and ..."" A stone, coming from nowhere, crashed into the ground at his feet. He looked right and left for his assailant, nostrils flaring in anger.",Elai,Person
The Dying Earth,"A stone hissed six inches from Elai's head, and at the same instant another struck his thigh.",Elai,Person
The Dying Earth,"He stooped, picked up Elai and ran to the swift central flow of the strip.",Elai,Person
The Dying Earth,"Very beautiful, thought Ulan Dhor, but no place to defend himself against attack. Passageways to either side were echoing and empty; ahead was a small chamber with a floor of glimmering floss, which seemed to radiate light. He stepped within. His feet rose from the floor; he floated, lighter than thistle-down. Elai no longer weighed in his arms.",Elai,Person
The Dying Earth,"He floated upward like a leaf wafted in the wind. Ulan Dhor prepared himself for the sickening plunge when the magic quieted. But the floors fell past, and the ground level became ever more distant. A marvellous spell, thought Ulan Dhor grimly, thus to rob a man of his footing; how soon would the force relax and dash them to their deaths? ""Reach out,"" said Elai faintly. ""Take hold of the bar."" He leaned far over, seized the railing, drew them to a landing, and, disbelieving his own safety, stepped into an apartment of several rooms. Crumbled heaps of dust were all that remained of the furniture.",Elai,Person
The Dying Earth,"He lay Elai on the soft floor; she raised her hand to her face and smiled wanly. ""Ooh—it hurts."" Ulan Dhor watched with a strange sense of weakness and lassitude.",Elai,Person
The Dying Earth,"Elai said, ""I don't know what we will do now. There is no longer a home for me; so shall we starve, for no one will give us food."" Ulan Dhor laughed sourly. ""We will never lack for food—not while the keeper of a Green booth can not see a man in a gray cloak . . . But there are other things more important—the tablets of Rogol Domedonfors— and they seem completely inaccessible."" She said earnestly, ""You would be killed. The men in red must fight everyone—as you saw today. And even if you reached the Temple of Pansiu, there are pitfalls, traps, poison stakes, and the ghosts on guard."" ""Ghosts? Nonsense. They are men, exactly like the Grays, except that they wear green. Your brain refuses to see men in green ... I have heard of such things, such obstructions of the mind ..."" She said in a injured tone, ""No other Grays see them. Perhaps it is you who suffers the hallucinations."" ""Perhaps,"" agreed Ulan Dhor with a wry grin. They sat for a space in the dusty stillness of the old tower, then Ulan Dhor sat forward, clasped his knees, frowning. Lethargy was the precursor of defeat. ""We must consider this Temple of Pansiu."" ""We shall be killed,"" she said simply.",the Temple of Pansiu,Facility
The Dying Earth,"Elai said, ""I don't know what we will do now. There is no longer a home for me; so shall we starve, for no one will give us food."" Ulan Dhor laughed sourly. ""We will never lack for food—not while the keeper of a Green booth can not see a man in a gray cloak . . . But there are other things more important—the tablets of Rogol Domedonfors— and they seem completely inaccessible."" She said earnestly, ""You would be killed. The men in red must fight everyone—as you saw today. And even if you reached the Temple of Pansiu, there are pitfalls, traps, poison stakes, and the ghosts on guard."" ""Ghosts? Nonsense. They are men, exactly like the Grays, except that they wear green. Your brain refuses to see men in green ... I have heard of such things, such obstructions of the mind ..."" She said in a injured tone, ""No other Grays see them. Perhaps it is you who suffers the hallucinations."" ""Perhaps,"" agreed Ulan Dhor with a wry grin. They sat for a space in the dusty stillness of the old tower, then Ulan Dhor sat forward, clasped his knees, frowning. Lethargy was the precursor of defeat. ""We must consider this Temple of Pansiu."" ""We shall be killed,"" she said simply.",Elai,Person
The Dying Earth,"The interior was like that of the other car—a long cushioned seat, a globe mounted on a rod, a number of switches. The cloth of the seat crackled with age as Ulan Dhor prodded it with his hand, and the trapped air smelt very stale. He stepped inside, and Elai followed. ""I will accompany you; death by falling is faster than starvation, and less painful than the rocks ..."" ""I hope we will neither fall nor starve,"" replied Ulan Dhor. Cautiously he touched the switches, ready to throw them back at any dangerous manifestation.",Elai,Person
The Dying Earth,"Elai sat relaxed, calm, exalted. She had changed; she seemed closer to Ulan Dhor than to Ampridatvir; some subtle tie had been cut. ""Let's go on,"" she said. ""On and on and on—across the world, past the forests ..."" Ulan Dhor glanced at her sideways. She was very beautiful now— cleaner, finer, stronger than the women he had known in Kaiin. He said regretfully, ""Then we would starve indeed—for neither of us has the craft to survive in the wilderness. And I am bound to seek the tablets . .."" She sighed. ""Very well. We will be killed. What does it matter? All Earth dies ..."" Evening came, and they returned to Ampridatvir. ""There,"" said Elai, ""there is the Temple of Cazdal and there the Temple of Pansiu."" Ulan Dhor dropped the boat low over the Temple of Pansiu. ""Where is the entrance?"" ""Through the arch—and every place holds a different danger."" ""But we fly,"" Ulan Dhor reminded her.",the Temple of Pansiu,Facility
The Dying Earth,"Elai sat relaxed, calm, exalted. She had changed; she seemed closer to Ulan Dhor than to Ampridatvir; some subtle tie had been cut. ""Let's go on,"" she said. ""On and on and on—across the world, past the forests ..."" Ulan Dhor glanced at her sideways. She was very beautiful now— cleaner, finer, stronger than the women he had known in Kaiin. He said regretfully, ""Then we would starve indeed—for neither of us has the craft to survive in the wilderness. And I am bound to seek the tablets . .."" She sighed. ""Very well. We will be killed. What does it matter? All Earth dies ..."" Evening came, and they returned to Ampridatvir. ""There,"" said Elai, ""there is the Temple of Cazdal and there the Temple of Pansiu."" Ulan Dhor dropped the boat low over the Temple of Pansiu. ""Where is the entrance?"" ""Through the arch—and every place holds a different danger."" ""But we fly,"" Ulan Dhor reminded her.",the Temple of Cazdal,Facility
The Dying Earth,"Elai sat relaxed, calm, exalted. She had changed; she seemed closer to Ulan Dhor than to Ampridatvir; some subtle tie had been cut. ""Let's go on,"" she said. ""On and on and on—across the world, past the forests ..."" Ulan Dhor glanced at her sideways. She was very beautiful now— cleaner, finer, stronger than the women he had known in Kaiin. He said regretfully, ""Then we would starve indeed—for neither of us has the craft to survive in the wilderness. And I am bound to seek the tablets . .."" She sighed. ""Very well. We will be killed. What does it matter? All Earth dies ..."" Evening came, and they returned to Ampridatvir. ""There,"" said Elai, ""there is the Temple of Cazdal and there the Temple of Pansiu."" Ulan Dhor dropped the boat low over the Temple of Pansiu. ""Where is the entrance?"" ""Through the arch—and every place holds a different danger."" ""But we fly,"" Ulan Dhor reminded her.",Elai,Person
The Dying Earth,"""Ready now,"" he muttered, and grounded the boat. The glistening tablet was almost within reach. He raised the dome; Elai leaned out, seized the tablet. The five guards gave an anguished roar, rushed forward.",Elai,Person
The Dying Earth,Ulan Dhor examined his prize—an oval sheet of transparent substance bearing a dozen lines of meaningless marks.,Ulan,Person
The Dying Earth,"""We have won!"" said Elai raptly. ""You are the Lord of Ampridatvir!"" ""Half yet remains,"" said Ulan Dhor. ""There is still the tablet in the Temple of Cazdal."" ""But—it is madness! Already you have—"" ""One is useless without the other."" Her wild arguments subsided only as they hovered over the arch into Cazdal's Temple.",the Temple of Cazdal,Facility
The Dying Earth,"""We have won!"" said Elai raptly. ""You are the Lord of Ampridatvir!"" ""Half yet remains,"" said Ulan Dhor. ""There is still the tablet in the Temple of Cazdal."" ""But—it is madness! Already you have—"" ""One is useless without the other."" Her wild arguments subsided only as they hovered over the arch into Cazdal's Temple.",Elai,Person
The Dying Earth,"""We have won!"" said Elai raptly. ""You are the Lord of Ampridatvir!"" ""Half yet remains,"" said Ulan Dhor. ""There is still the tablet in the Temple of Cazdal."" ""But—it is madness! Already you have—"" ""One is useless without the other."" Her wild arguments subsided only as they hovered over the arch into Cazdal's Temple.",Cazdal's Temple,Facility
The Dying Earth,"They passed directly below the boat, and Ulan Dhor hastened forward, through the arch into the nave. As in the Temple of Pansiu, the tablet gleamed in the middle of a fortress.",the Temple of Pansiu,Facility
The Dying Earth,"But they were upon him; he would be impaled if he sought to climb within the boat. He sprang forward, hewed off the shaft of one spear, chopped at one man's shoulder on the back-sweep, seized the shaft of the third spear, and pulled the man into range of his sword point. The third guard fell back, shouting for help. Ulan Dhor turned, leapt into the boat. The guard rushed forward, Ulan Dhor whirled and met him with the point of his sword in his cheek. Spouting blood and wailing hysterically, the guard fell back. Ulan Dhor threw the lift lever; the boat rose high and moved toward the opening.",Ulan,Person
The Dying Earth,And presently the alarm horn at Cazdal's Temple was adding its harsh yell to the sound from across the city.,Cazdal's Temple,Facility
The Dying Earth,"The boat drifted slowly through the sky. ""Look!"" said Elai, grasping his arm. By torchlight men and women crowded and milled in the streets— Greens and Grays, panicked by the message of the horns.",Elai,Person
The Dying Earth,"The boat drifted slowly through the sky. ""Look!"" said Elai, grasping his arm. By torchlight men and women crowded and milled in the streets— Greens and Grays, panicked by the message of the horns.",Greens,Nationality or Religious or Political group
The Dying Earth,"Elai gasped. ""Ulan Dhor! I see! I see! The men in Green! It is possible .",Elai,Person
The Dying Earth,"Below they see each other, too ..."" For the first time in memory, Greens and Grays looked at each other.",Greens,Nationality or Religious or Political group
The Dying Earth,"As by a secret signal, the crowd seethed into battle, and the hateful yells curdled Ulan Dhor's blood. Elai turned sobbing away. Terrible work was done, on men, women, children—no matter who the victim, if he wore the opposite color.",Elai,Person
The Dying Earth,"A louder snarling arose at the edge of the mob—a joyful sound, and a dozen shambling Gauns appeared, towering above the Greens and Grays. They rended, tore, ripped, and insane hate melted before fear. Greens and Grays separated, and ran to their homes, and the Guans roamed the streets alone.",Greens,Nationality or Religious or Political group
The Dying Earth,"A louder snarling arose at the edge of the mob—a joyful sound, and a dozen shambling Gauns appeared, towering above the Greens and Grays. They rended, tore, ripped, and insane hate melted before fear. Greens and Grays separated, and ran to their homes, and the Guans roamed the streets alone.",Guans,Nationality or Religious or Political group
The Dying Earth,"Ulan Dhor tore his glance away and held his forehead. ""Was this my doing? . . . Was this a deed of mine?"" ""Sooner or later it would have happened,"" said Elai dully. ""Unless Earth waned and died first. . ."" Ulan Dhor picked up the two tablets. ""And here is what I sought to attain—the tablets of Rogol Domedonfors. They pulled me a thousand leagues across the Melantine; I have them in my hands now, and they are like worthless shards of glass . . ."" The boat floated high, and Ampridatvir became a setting of pale crystals in the starlight. In the luminescence of the instrument panel, Ulan Dhor fitted the two tablets together. The marks merged, became characters, and the characters bore the words of the ancient magician: ""Faithless children—Rogol Domedonfors dies, and so lives forever in the Ampridatvir he has loved and served! When intelligence and good will restore order to the city; or when blood and steel teaches the folly of bridled credulity and passion, and all but the toughest dead:—then shall these tablets be read. And I say to him who reads it, go to the Tower of Fate with the yellow dome, ascend to the topmost floor, show red to the left eye of Rogol Domedonfors, yellow to the right eye, and then blue to both; do this, I say, and share the power of Rogol Domedonfors."" Ulan Dhor asked, ""Where is the Tower of Fate?"" Elai shook her head. ""There is Rodeil's Tower, and the Red Tower the Tower of the Screaming Ghost, and the Tower of Trumpets and the Bird's Tower and the Tower of Guans—but I know of no Tower of Fate."" ""Which tower has a yellow dome?"" ""I don't know."" ""We will search in the morning."" ""In the morning,"" she said leaning against him drowsily.",the Bird's Tower,Facility
The Dying Earth,"Ulan Dhor tore his glance away and held his forehead. ""Was this my doing? . . . Was this a deed of mine?"" ""Sooner or later it would have happened,"" said Elai dully. ""Unless Earth waned and died first. . ."" Ulan Dhor picked up the two tablets. ""And here is what I sought to attain—the tablets of Rogol Domedonfors. They pulled me a thousand leagues across the Melantine; I have them in my hands now, and they are like worthless shards of glass . . ."" The boat floated high, and Ampridatvir became a setting of pale crystals in the starlight. In the luminescence of the instrument panel, Ulan Dhor fitted the two tablets together. The marks merged, became characters, and the characters bore the words of the ancient magician: ""Faithless children—Rogol Domedonfors dies, and so lives forever in the Ampridatvir he has loved and served! When intelligence and good will restore order to the city; or when blood and steel teaches the folly of bridled credulity and passion, and all but the toughest dead:—then shall these tablets be read. And I say to him who reads it, go to the Tower of Fate with the yellow dome, ascend to the topmost floor, show red to the left eye of Rogol Domedonfors, yellow to the right eye, and then blue to both; do this, I say, and share the power of Rogol Domedonfors."" Ulan Dhor asked, ""Where is the Tower of Fate?"" Elai shook her head. ""There is Rodeil's Tower, and the Red Tower the Tower of the Screaming Ghost, and the Tower of Trumpets and the Bird's Tower and the Tower of Guans—but I know of no Tower of Fate."" ""Which tower has a yellow dome?"" ""I don't know."" ""We will search in the morning."" ""In the morning,"" she said leaning against him drowsily.",Elai,Person
The Dying Earth,"Ulan Dhor tore his glance away and held his forehead. ""Was this my doing? . . . Was this a deed of mine?"" ""Sooner or later it would have happened,"" said Elai dully. ""Unless Earth waned and died first. . ."" Ulan Dhor picked up the two tablets. ""And here is what I sought to attain—the tablets of Rogol Domedonfors. They pulled me a thousand leagues across the Melantine; I have them in my hands now, and they are like worthless shards of glass . . ."" The boat floated high, and Ampridatvir became a setting of pale crystals in the starlight. In the luminescence of the instrument panel, Ulan Dhor fitted the two tablets together. The marks merged, became characters, and the characters bore the words of the ancient magician: ""Faithless children—Rogol Domedonfors dies, and so lives forever in the Ampridatvir he has loved and served! When intelligence and good will restore order to the city; or when blood and steel teaches the folly of bridled credulity and passion, and all but the toughest dead:—then shall these tablets be read. And I say to him who reads it, go to the Tower of Fate with the yellow dome, ascend to the topmost floor, show red to the left eye of Rogol Domedonfors, yellow to the right eye, and then blue to both; do this, I say, and share the power of Rogol Domedonfors."" Ulan Dhor asked, ""Where is the Tower of Fate?"" Elai shook her head. ""There is Rodeil's Tower, and the Red Tower the Tower of the Screaming Ghost, and the Tower of Trumpets and the Bird's Tower and the Tower of Guans—but I know of no Tower of Fate."" ""Which tower has a yellow dome?"" ""I don't know."" ""We will search in the morning."" ""In the morning,"" she said leaning against him drowsily.",Rogol Domedonfors,Person
The Dying Earth,"Ulan Dhor tore his glance away and held his forehead. ""Was this my doing? . . . Was this a deed of mine?"" ""Sooner or later it would have happened,"" said Elai dully. ""Unless Earth waned and died first. . ."" Ulan Dhor picked up the two tablets. ""And here is what I sought to attain—the tablets of Rogol Domedonfors. They pulled me a thousand leagues across the Melantine; I have them in my hands now, and they are like worthless shards of glass . . ."" The boat floated high, and Ampridatvir became a setting of pale crystals in the starlight. In the luminescence of the instrument panel, Ulan Dhor fitted the two tablets together. The marks merged, became characters, and the characters bore the words of the ancient magician: ""Faithless children—Rogol Domedonfors dies, and so lives forever in the Ampridatvir he has loved and served! When intelligence and good will restore order to the city; or when blood and steel teaches the folly of bridled credulity and passion, and all but the toughest dead:—then shall these tablets be read. And I say to him who reads it, go to the Tower of Fate with the yellow dome, ascend to the topmost floor, show red to the left eye of Rogol Domedonfors, yellow to the right eye, and then blue to both; do this, I say, and share the power of Rogol Domedonfors."" Ulan Dhor asked, ""Where is the Tower of Fate?"" Elai shook her head. ""There is Rodeil's Tower, and the Red Tower the Tower of the Screaming Ghost, and the Tower of Trumpets and the Bird's Tower and the Tower of Guans—but I know of no Tower of Fate."" ""Which tower has a yellow dome?"" ""I don't know."" ""We will search in the morning."" ""In the morning,"" she said leaning against him drowsily.",the Tower of Guans,Facility
